Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,American Indian/Alaska Native/Native Hawaiian,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks (ft),Lock Width (Ft),Length of Secondary Lock (Ft),Secondary Lock Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,Operational Status,Operational Status Date,EAP Prepared,EAP Last Revision Date,Inundation Maps Added to NID?,Website URL
Lower Twin Lake,Lower Twin Lake,,SC00231,,SC00231,Fort Jackson,Federal,Federal,,No,DoD Usa,No,Recreation,Recreation,US Army,,33.99297796,-80.90859697,South Carolina,Richland,Columbia,1,Mill Creek,"South Carolina, Congressional District 02",,No,,,,,,Yes,US Army,US Army,US Army,US Army,US Army,US Army,US Army,,No,N/A,Earth,Earth,Earth,Soil,18,18,21,21,Less than 25 feet,530,4044,1940,1940-1949,,650,650,250,25,3.95,1500,Uncontrolled,77,0,0,0,,,Other Controlled1,8/23/2023,3/24/2021,4,High,Not Rated,3/2/2021,,,Yes,3/1/2008,No,https://www.army.mil/
Mccain Foods Covered Anaerobic Lagoon,,,WA00774,,WA00774,McCain Foods USA,Private,Private,,No,,No,Other,Other,Washington,AD41-0774,46.83876279,-119.1869829,Washington,Adams,,0,,"Washington, Congressional District 04",,Yes,Yes,Washington Dept of Ecology,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Plastic,Soil,,31,30,31,25-50 feet,1740,,2021,Since 2000,,109.8,109.8,95.3,,0,0,,,,,,,,,5/16/2024,4/8/2024,5,High,Satisfactory,4/8/2024,,,Yes,9/1/2021,No,https://damsafety.org/washington
Ralph Edwards Freshwater Pond,,,TX07435,,TX07435,MURPHY EXPLORATION & PRODUCTION COMPANY-USA,Private,Private,0,No,,No,,,Texas,TX07435,28.477917,-98.632689,Texas,McMullen,,,OFF-CHANNEL,"Texas, Congressional District 28",,No,No,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Earth,,18,0,18,18,Less than 25 feet,1890,53860,,Undetermined,,75,75,22,5,0,,None,,,,,,,None1,9/10/2024,,,Low,Not Rated,7/22/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Alder Lake,Alderwood Lake,,WI01047,,WI01047,DOD USA (DEPT OF DEFENSE),Federal,Federal,0,No,,,Recreation,Recreation,Wisconsin,950,44.08698,-90.65884,Wisconsin,Monroe,CAMP MCCOY,6,LA CROSSE R,"Wisconsin, Congressional District 03",,No,Yes,,Yes,No,Yes,No,,,,,,,,,No,N/A,Gravity,Gravity;Earth,,,13,7,13,13,Less than 25 feet,500,,1930,1930-1939,1970O,75,75,20,15,19,1040,Controlled,,,,,,,,9/16/2022,,10,Low,Not Rated,,,,No,,No,https://damsafety.org/wisconsin
Kone Dam,,,TX07440,,TX07440,MURPHY EXPLORATION & PRODUCTION COMPANY-USA,Private,Private,0,No,,No,,,Texas,TX07440,28.416425,-99.569047,Texas,Dimmit,COTULLA,20,OFF-CHANNEL,"Texas, Congressional District 23",,No,No,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,,10,10,10,10,Less than 25 feet,1970,52265,,Undetermined,,54.27,54.27,34.6,2.49,,,None,,,,,,,None1,9/10/2024,,,Low,Not Rated,10/1/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Leatherwood Dam,,,TX07495,,TX07495,MURPHY EXPLORATION & PRODUCTION COMPANY-USA,Private,Private,0,No,,No,,,Texas,TX07495,32.613454,-102.110628,Texas,Dawson,,,OFF CHANNEL,"Texas, Congressional District 19",,No,No,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,,,,,10,10,20,20,Less than 25 feet,2680,,,Undetermined,,157,157,141,10,10,,None,,,,,,,None1,9/10/2024,,,Significant,Not Rated,8/7/2017,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Panola Lake Dam,,,TX00331,,TX00331,OXY USA INC,Private,Private,0,No,NO DATA FOR ORIGINAL DESIGNER,No,Other,Other,Texas,TX00331,32.082181,-94.388883,Texas,Panola,,,STEPHENSON CREEK,"Texas, Congressional District 01",,No,No,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,25,25,25,25,25-50 feet,750,0,1948,1940-1949,,250,250,144,0,0,,None,,,,,,,None1,9/10/2024,,,Low,Not Rated,6/18/2014,Not Applicable,5/21/2022,Not Required,,No,https://damsafety.org/texas
Alligator Lake ,Alligator Lake,,LA00170,,LA00170,Fort Johnson,Federal,Federal,0,No,DoD Usa,No,Recreation,Recreation,US Army,58-00170,31.144632,-93.15328882,Louisiana,Vernon,Leesville Louisiana,9,Liberty Creek,"Louisiana, Congressional District 04",,No,No,,No,No,No,Yes,US Army,US Army,US Army,US Army,US Army,US Army,US Army,,No,N/A,Earth,Earth,Earth;Unlisted/Unknown,Soil,34,29,32,34,25-50 feet,1000,,1955,1950-1959,1991,140,140,80,14,1,270,Uncontrolled,90,0,0,0,,,Valve,5/30/2024,4/28/2019,4,Low,Poor,4/28/2019,,,Yes,2/1/2008,No,https://www.army.mil/
Hunters Run Structure No. 9,,,OH00714,,OH00714,Hunters Run Conservancy District,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction;Recreation,Ohio,9525-009,39.73972222,-82.70083333,Ohio,Fairfield,HOOKER,2.7,HOCKING RIVER,"Ohio, Congressional District 12",,Yes,Yes,Department of Natural Resources,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,1953 Pilot Watershed Program (Public Law 83-156),Earth,Earth,,,76,,,76,51-100 feet,1010,280486,1959,1950-1959,,2920,2920,158,19.8,6.85,18127,,,,,,,,,2/1/2024,6/21/2022,5,High,Fair,5/24/2017,,,No,,No,https://damsafety.org/ohio
Caldwell Lake Dam,,,OH00708,,OH00708,Village of Caldwell,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction;Water Supply,Ohio,9614-002,39.77583333,-81.52694444,Ohio,Noble,FLORENCE,1.2,DOG RUN,"Ohio, Congressional District 06",,Yes,Yes,Department of Natural Resources,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,75,,,75,51-100 feet,550,210355,1969,1960-1969,,3165,3165,775,49.9,4.49,4635,,,,,,,,,2/1/2024,11/24/2020,5,High,Fair,11/24/2020,,,Yes,9/19/2011,No,https://damsafety.org/ohio
2nd Broad River Watershed Dam #2,,,NC05440,,NC05440,Rutherford County,Local Government,Local Government,0,No,USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,North Carolina,RUTHE-057,35.4975,-81.997,North Carolina,Rutherford,Rutherfordton,11,Cathey's Creek,"North Carolina, Congressional District 11",,Yes,Yes,"NCDEQ, DEMLR, Dam Safety Program",Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,,26,56,56,51-100 feet,585,,1995,1990-1999,,3360,3360,426,41,6.74,15000,None,,,,,,,,1/27/2025,2/7/2024,,High,Satisfactory,2/7/2024,,,Yes,1/1/2024,No,https://damsafety.org/north-carolina
Tillatoba Creek WS  Str Y-17b-10 Dam,,,MS03295,,MS03295,MS. PATRICE O'BRIAN,Local Government,Local Government,0,No,USDA NRCS,Yes,Flood Risk Reduction,Flood Risk Reduction,Mississippi,MS03295,34.04069768,-89.87002013,Mississippi,Yalobusha,CHARLESTON,11,UNT OF TILLATOBA CREEK,"Mississippi, Congressional District 02",,Yes,Yes,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Flood Control Act of 1944 (Public Law 78-534),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,,19,,,19,Less than 25 feet,777,,1976,1970-1979,,204,204,71,14,0.74,,Uncontrolled,,,,,,,,5/31/2023,6/9/2021,,Low,,,,,Not Required,,No,https://damsafety.org/mississippi
Cypress Creek Watershed Structure Y-19a-05 Dam,,,MS01914,,MS01914,CYPRESS CREEK WATERSHED DISTRICT,Local Government,Local Government,0,No,USDA NRCS,Yes,Flood Risk Reduction,Flood Risk Reduction,Mississippi,MS01914,34.00277778,-89.77194444,Mississippi,Yalobusha,,,,"Mississippi, Congressional District 02",,Yes,Yes,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Flood Control Act of 1944 (Public Law 78-534),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,,17,,,17,Less than 25 feet,,,1961,1960-1969,,366,366,,,0.47,,Uncontrolled,,,,,,,,5/31/2023,10/17/2019,,Low,,,,,Not Required,,No,https://damsafety.org/mississippi
Hell Creek Watershed Structure Lt-9b-4 Dam,,,MS01473,,MS01473,HELL CREEK DRAINAGE DISTRICT,Local Government,Local Government,0,No,USDA NRCS,Yes,Flood Risk Reduction,Flood Risk Reduction,Mississippi,MS01473,34.63247951,-89.10085293,Mississippi,Benton,,,BOX CREEK,"Mississippi, Congressional District 01",,Yes,Yes,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Flood Control Act of 1944 (Public Law 78-534),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,,27,,,27,25-50 feet,1076,,1969,1960-1969,,641,641,56,19,1.36,,Uncontrolled,,,,,,,,5/31/2023,,,Low,,,,,Not Required,,No,https://damsafety.org/mississippi
Oaklimeter Creek Watershed Structure Lt-8-16 Dam,,,MS01467,,MS01467,,Local Government,Local Government,0,No,USDA NRCS,Yes,Flood Risk Reduction,Flood Risk Reduction,Mississippi,MS01467,34.65363384,-89.21265626,Mississippi,Benton,,,,"Mississippi, Congressional District 01",,Yes,Yes,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Flood Control Act of 1944 (Public Law 78-534),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,,26,,,26,25-50 feet,,,1963,1960-1969,,316,316,,,0.89,,Uncontrolled,,,,,,,,5/31/2023,,,Low,,,,,Not Required,,No,https://damsafety.org/mississippi
Chuquatonchee Watershed Structure 06 Dam,,,MS00312,,MS00312,,Local Government,Local Government,0,No,USDA NRCS,Yes,Flood Risk Reduction,Flood Risk Reduction,Mississippi,MS00312,33.98764457,-88.94789159,Mississippi,Chickasaw,,,,"Mississippi, Congressional District 01",,Yes,Yes,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,,32,,,32,25-50 feet,,,1966,1960-1969,,659,659,,,1.47,,Uncontrolled,,,,,,,,5/31/2023,3/12/2019,5,Significant,Poor,3/12/2019,Enforcement Pending/Ongoing,2/9/2023,Not Required,,No,https://damsafety.org/mississippi
Winstead Reservoir Dam,,Black Watershed Structure Y-36-49 Dam,MS01639,,MS01639,,Local Government,Local Government,0,No,USDA NRCS,Yes,Flood Risk Reduction,Flood Risk Reduction,Mississippi,MS01639,33.06042487,-90.23351591,Mississippi,Holmes,,,,"Mississippi, Congressional District 02",,Yes,Yes,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Flood Control Act of 1944 (Public Law 78-534),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,,34,,,34,25-50 feet,,,1965,1960-1969,,269,269,,,0.73,,Uncontrolled,,,,,,,,5/31/2023,,,Low,,,,,Not Required,,No,https://damsafety.org/mississippi
Oaklimeter Creek Watershed Structure Lt-8-11 Dam,,,MS00946,,MS00946,,Local Government,Local Government,0,No,USDA NRCS,Yes,Flood Risk Reduction,Flood Risk Reduction,Mississippi,MS00946,34.66638889,-89.10527778,Mississippi,Benton,,,,"Mississippi, Congressional District 01",,Yes,Yes,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Flood Control Act of 1944 (Public Law 78-534),Earth,Earth,Unlisted/Unknown;Unlisted/Unknown,,27,,,27,25-50 feet,,,1963,1960-1969,,661,661,,38,0.82,,Uncontrolled,,,,,,,,5/31/2023,,,Low,,,,,Not Required,,No,https://damsafety.org/mississippi
Atkins Reservoir Dike,,,MA00509,S001,MA00508S001,Town of Amherst,Local Government,Local Government,0,Yes,,,Water Supply,Water Supply,Massachusetts,,42.42118054,-72.48041646,Massachusetts,Franklin,Shutesbury,,Adams Brook,"Massachusetts, Congressional District 02",,Yes,Yes,MA DCR Office of Dam Safety,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,20,11,20,Less than 25 feet,575,,1932,1930-1939,,870,870,615,51,0.49,,None,,,,,,,,8/28/2024,9/12/2016,10,Low,Fair,9/12/2016,,,Not Required,,No,https://damsafety.org/massachusetts
Goose Cove Northwest Dike,,,MA01099,S002,MA00163S002,City of Gloucester,Local Government,Local Government,0,Yes,,,Water Supply,Water Supply,Massachusetts,,42.64641956,-70.6652922,Massachusetts,Essex,Gloucester,,Annisquam River,"Massachusetts, Congressional District 06",,Yes,Yes,MA DCR Office of Dam Safety,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,37,44,44,25-50 feet,472,,1963,1960-1969,,1138,1138,825,60,0.83,,None,,,,,,,,8/28/2024,4/30/2024,2,High,Fair,4/30/2024,,,Yes,6/1/2020,No,https://damsafety.org/massachusetts
Mud River FRS No 9,Shemwell Lake,,KY00234,,KY00234,MUD RIVER WATERSHED CONSERVANCY,Local Government,Local Government,0,No,L.E. GREGG AND ASSOCIATES;USDA/USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00234,36.93722222,-87.13416667,Kentucky,Todd,JERICO,15,MUD RIVER,"Kentucky, Congressional District 01",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,32,,,32,25-50 feet,450,,1961,1960-1969,,540,540,86,12.5,2.55,,Uncontrolled,,,,,,,,5/24/2021,3/7/2017,5,Low,Satisfactory,3/7/2017,,,Not Required,,No,https://damsafety.org/kentucky
Caney Creek Mps 2,Caneyville City Reservoir,,KY00206,,KY00206,CITY OF CANEYVILLE,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00206,37.43889,-86.46454,Kentucky,Grayson,CANEYVILLE,1,CANEY CREEK,"Kentucky, Congressional District 02",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,34,,,34,25-50 feet,672,,1965,1960-1969,,2167,2167,578,77,5.78,,Uncontrolled,50,,,,,,,5/24/2021,4/30/2018,3,Significant,Fair,4/30/2018,,,Not Required,,No,https://damsafety.org/kentucky
Big Muddy Creek FRS No 3,Big Muddy Creek FRS No 3,,KY00203,,KY00203,BUTLER COUNTY SOIL CONSERVATION DISTRICT,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00203,37.076621,-86.776332,Kentucky,Butler,MINING CITY,14,MUDDY CREEK,"Kentucky, Congressional District 02",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,32,,,32,25-50 feet,700,,1964,1960-1969,,800,800,106,15.9,2.9,,Uncontrolled,,,,,,,,5/24/2021,5/2/2017,5,Low,Fair,5/2/2017,,,Not Required,,No,https://damsafety.org/kentucky
Obion Creek FRS No 16,Courtney Farm Lake,,KY00226,,KY00226,OBION CREEK WATERSHED DISTRICT,Local Government,Local Government,0,No,HUNTER H. MARTIN JR.;USDA/USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00226,36.742731,-88.826335,Kentucky,Hickman,BEULAH-VICINITY,3,OBION CREEK,"Kentucky, Congressional District 01",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,21,,,21,Less than 25 feet,980,,1963,1960-1969,,612,612,83,24.8,2.02,,Uncontrolled,,,,,,,,5/24/2021,5/7/2018,5,Low,Fair,5/7/2018,,,Not Required,,No,https://damsafety.org/kentucky
Manchester Pond Reservoir South Dike,,,MA01288,S001,MA00860S001,City of Attleboro,Local Government,Local Government,0,Yes,,,Water Supply,Water Supply,Massachusetts,,41.94029,-71.31736,Massachusetts,Bristol,Attleboro,,Fourmile Brook,"Massachusetts, Congressional District 04",,Yes,Yes,MA DCR Office of Dam Safety,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,12,16,16,Less than 25 feet,915,,1963,1960-1969,,4210,4210,3000,245,0.6,,None,,,,,,,,8/28/2024,12/9/2022,2,High,Poor,5/19/2023,,,Yes,7/1/2023,No,https://damsafety.org/massachusetts
East Fork Pond River FRS No 1b,East Fork Pond River FRS No 1b,,KY00195,,KY00195,TODD COUNTY SOIL CONSERVATION DISTRICT,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00195,36.99166667,-87.21277778,Kentucky,Todd,KIRKMANSVILLE-VICINITY,4,POND RIVER,"Kentucky, Congressional District 01",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,37,,,37,25-50 feet,470,,1966,1960-1969,,5123,5123,360,55,15.9,,Uncontrolled,160,,,,,,,5/24/2021,3/15/2017,3,Significant,Poor,3/15/2017,,,Yes,9/23/2014,No,https://damsafety.org/kentucky
Upper Leach Pond Dike No. 2,,,MA03270,S002,MA03037S002,MA Department of Conservation & Recreation,State,State,0,Yes,,,Recreation,Recreation,Massachusetts,,42.069339,-71.150791,Massachusetts,Norfolk,Sharon,,Tributary of Poquanticut Brook,"Massachusetts, Congressional District 04",,Yes,Yes,MA DCR Office of Dam Safety,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,5,8,8,Less than 25 feet,280,,1930,1930-1939,,180,180,135,27,0.95,,None,,,,,,,,8/28/2024,5/7/2015,10,Low,Poor,4/26/2024,,,Not Required,,No,https://damsafety.org/massachusetts
Burrage Pond Lower Reservoir Dike A,,,MA00472,S001,MA00477S001,MA Department of Fish and Game,State,State,0,Yes,,,Recreation,Recreation,Massachusetts,,42.013037,-70.88088,Massachusetts,Plymouth,Halifax,,Tributary of Winnetuxet River,"Massachusetts, Congressional District 09",,Yes,Yes,MA DCR Office of Dam Safety,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,5,7,7,Less than 25 feet,32.5,,1923,1920-1929,,346,346,142,85.2,1.98,,Uncontrolled,,,,,,,,8/28/2024,3/18/2020,10,Low,Poor,3/18/2020,,,Not Required,,No,https://damsafety.org/massachusetts
Breeds Pond Dike No. 11,,,MA03166,S003,MA00238S003,Lynn Water and Sewer Commission,Local Government,Local Government,0,Yes,,,Water Supply,Water Supply,Massachusetts,,42.483396,-70.969686,Massachusetts,Essex,Lynn,,Moore's Brook Tributary of Saugus River,"Massachusetts, Congressional District 06",,Yes,Yes,MA DCR Office of Dam Safety,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth,,,,5,12,12,Less than 25 feet,325,,1914,1910-1919,,2000,2000,1000,192,0.72,,None,,,,,,,,8/28/2024,10/11/2022,2,High,Fair,10/11/2022,,,Yes,2/1/2019,No,https://damsafety.org/massachusetts
West Fork Mayfield Creek FRS 48,West Fork Mayfield Creek FRS 48,,KY00762,,KY00762,WEST FORK MAYFIELD CREEK WATER CONSERVANCY DISTRICT,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA/USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00762,36.83662,-88.82586,Kentucky,Carlisle,KIRBYTON-AREA,3,WEST FORK MAYFIELD CREEK,"Kentucky, Congressional District 01",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,25,,,25,25-50 feet,450,,1975,1970-1979,,59,59,13,2.9,0.18,,Uncontrolled,,,,,,,,5/24/2021,3/6/2018,5,Low,Fair,3/6/2018,,,Not Required,,No,https://damsafety.org/kentucky
Donaldson Creek FRS No 8,Donaldson Creek FRS No 8,,KY00242,,KY00242,CALLOWAY COUNTY CONSERVATION DISTRICT,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00242,37.23,-87.94,Kentucky,Caldwell,CRESWELL-VICINITY,4,DONALDSON CREEK,"Kentucky, Congressional District 01",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,24,,,24,Less than 25 feet,970,,1962,1960-1969,,680,680,53,19.4,3.14,,Uncontrolled,,,,,,,,5/24/2021,3/27/2012,5,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/kentucky
Red Lick Creek FRS 2,Cowbell Creek Lake,,KY01025,,KY01025,RED LICK CREEK WATERSHED CONSERVANCY DISTRICT,Local Government,Local Government,0,No,UNKNOWN;USDA/USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY01025,37.54962,-84.22544,Kentucky,Madison,NO TOWN,,RED LICK CREEK,"Kentucky, Congressional District 06",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,77,,,77,51-100 feet,1100,,1986,1980-1989,,1389,1389,61,7.4,0.32,,Uncontrolled,100,,,,,,,3/24/2025,2/13/2025,1,High,Fair,2/13/2025,,,Not Required,,No,https://damsafety.org/kentucky
Mud River FRS No 14a,Cook Lake,,KY00348,,KY00348,TODD COUNTY SOIL CONSERVATION DISTRICT,Local Government,Local Government,0,No,"L.E.GREGG AND ASSOCIATES / LEXINGTON, KY.;USDA/USDA NRCS",,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00348,36.97861111,-87.06083333,Kentucky,Todd,JERICO,8,MUD RIVER,"Kentucky, Congressional District 01",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,27,,,27,25-50 feet,525,,1961,1960-1969,,98.8,98.8,17,3,0.67,,Uncontrolled,,,,,,,,5/24/2021,1/10/2017,5,Low,Satisfactory,1/10/2017,,,Not Required,,No,https://damsafety.org/kentucky
West Fork Clarks River FRS No 20,Dooms Chapel Lake,,KY00068,,KY00068,GRAVES COUNTY SOIL CONSERVATION DISTRICT,Local Government,Local Government,0,No,SOIL CONSERVATION SERVICE;USDA/USDA NRCS,,Flood Risk Reduction,Flood Risk Reduction,Kentucky,KY00068,36.877,-88.49184,Kentucky,Graves,OAKS,12,WEST FORK CLARKS RIVER,"Kentucky, Congressional District 01",,Yes,Yes,KY Division of Water,Yes,Yes,Yes,No,,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Natural Resources Conservation Service,,,Yes,Watershed Protection and Flood Prevention Act of 1954 (Public Law 83-566),Earth,Earth,,,22,,,22,Less than 25 feet,1450,,1963,1960-1969,,867,867,190,35,3.8,,Uncontrolled,100,,,,,,,2/3/2025,12/12/2024,1,High,Poor,12/12/2024,,,Not Required,,No,https://damsafety.org/kentucky
